ECG signal fs= 1000 Hz
     (0.001 sec)	   (mV)
2842   2.71788119932405E+0000
2843   2.42498798051059E+0000
2844   1.53624556732271E+0000
2845   5.22304983519333E-0001
2846  -6.44808614403565E-0002
2847   3.38355489011658E-0002
2848   7.28001153617133E-0001
2849   1.60380239033443E+0000
2850   2.19058823529412E+0000
2851   2.19158764262690E+0000
2852   1.66611649344170E+0000
2853   9.71950888725739E-0001
2854   5.10363214381527E-0001
2855   5.09363807048743E-0001
2856   9.22577962089053E-0001
2857   1.44804911127426E+0000
2858   1.74094233008771E+0000
2859   1.62968474327560E+0000
2860   1.22941176470588E+0000
2861   8.16197609665569E-0001
2862   7.17881199324047E-0001
2863   9.97833241666909E-0001
2864   1.52330439085212E+0000
2865   1.93651854589243E+0000
2866   1.92257796208905E+0000
2867   1.44804911127426E+0000
2868   7.28001153617133E-0001
2869   1.89588827961336E-0001
2870   1.77647058823530E-0001
2871   7.64432903783219E-0001
2872   1.65317531697111E+0000
2873   2.37322327462824E+0000
2874   2.48448086144036E+0000
2875   1.89769501648067E+0000
2876   8.96695609147883E-0001
2877   2.08943724305857E-0002
2878  -2.71998846382867E-0001
2879   2.02530004431926E-0001
2880   1.20352941176471E+0000
2881   2.21746999556807E+0000
2882   2.69199884638287E+0000
2883   2.39910562756941E+0000
2884   1.51036321438153E+0000
2885   4.96422630578162E-0001
2886  -9.03632143815265E-0002
2887   7.95319595999568E-0003
2888   7.02118800675953E-0001
2889   1.59086121386384E+0000
2890   2.16470588235294E+0000
2891   2.16570528968572E+0000
2892   1.64023414050052E+0000
2893   9.46068535784559E-0001
2894   4.71539684969767E-0001
2895   4.96422630578163E-0001
2896   9.22577962089054E-0001
2897   1.44804911127426E+0000
2898   1.74094233008771E+0000
2899   1.64262591974619E+0000
2900   1.21647058823529E+0000
2901   8.16197609665569E-0001
2902   6.91998846382867E-0001
2903   9.84892065196319E-0001
2904   1.49742203791095E+0000
2905   1.91063619295126E+0000
2906   1.89669560914788E+0000
2907   1.42216675833309E+0000
2908   7.02118800675953E-0001
2909   1.76647651490746E-0001
2910   1.64705882352940E-0001
2911   7.38550550842039E-0001
2912   1.64023414050052E+0000
2913   2.36028209815765E+0000
2914   2.47153968496977E+0000
2915   1.89769501648067E+0000
2916   9.09636785618473E-0001
2917   2.08943724305856E-0002
2918  -2.71998846382867E-0001
2919   2.02530004431926E-0001
2920   1.20352941176471E+0000
2921   2.20452881909749E+0000
2922   2.69199884638287E+0000
2923   2.38616445109883E+0000
2924   1.49742203791095E+0000
2925   4.96422630578162E-0001
2926  -9.03632143815266E-0002
2927   2.08943724305858E-0002
2928   7.15059977146543E-0001
2929   1.59086121386384E+0000
2930   2.16470588235294E+0000
2931   2.16570528968572E+0000
2932   1.64023414050052E+0000
2933   9.33127359313969E-0001
2934   4.71539684969767E-0001
2935   4.70540277636983E-0001
2936   8.96695609147884E-0001
2937   1.43510793480368E+0000
2938   1.72800115361713E+0000
2939   1.62968474327560E+0000
2940   1.21647058823529E+0000
2941   8.03256433194979E-0001
2942   6.91998846382867E-0001
2943   9.71950888725739E-0001
2944   1.49742203791095E+0000
2945   1.91063619295126E+0000
2946   1.90963678561847E+0000
2947   1.42216675833309E+0000
2948   7.15059977146543E-0001
2949   1.76647651490746E-0001
2950   1.77647058823530E-0001
2951   7.64432903783219E-0001
2952   1.65317531697111E+0000
2953   2.37322327462824E+0000
2954   2.49742203791095E+0000
2955   1.92357736942184E+0000
2956   9.35519138559643E-0001
2957   4.67767253717556E-0002
2958  -2.33175316971107E-0001
2959   2.41353533843686E-0001
2960   1.25529411764706E+0000
2961   2.25629352497984E+0000
2962   2.71788119932405E+0000
2963   2.42498798051059E+0000
2964   1.53624556732271E+0000
2965   5.35246159989922E-0001
2966  -5.15396849697666E-0002
2967   4.67767253717557E-0002
2968   7.53883506558303E-0001
2969   1.62968474327560E+0000
2970   2.21647058823529E+0000
2971   2.20452881909749E+0000
2972   1.67905766991229E+0000
2973   9.71950888725739E-0001
2974   4.97422037910947E-0001
2975   5.09363807048742E-0001
2976   9.22577962089054E-0001
2977   1.46099028774485E+0000
2978   1.76682468302889E+0000
2979   1.68144944915796E+0000
2980   1.26823529411765E+0000
2981   8.67962315547929E-0001
2982   7.56704728735817E-0001
2983   1.06253912401985E+0000
2984   1.58801027320506E+0000
2985   1.98828325177479E+0000
2986   2.00022502091258E+0000
2987   1.52569617009779E+0000
2988   8.18589388911243E-0001
2989   2.93118239726036E-0001
2990   2.94117647058820E-0001
2991   8.80903492018509E-0001
2992   1.75670472873582E+0000
2993   2.47675268639294E+0000
2994   2.58801027320506E+0000
2995   2.01416560471596E+0000
2996   1.02610737385376E+0000
2997   1.50306137136466E-0001
2998  -1.29645905206397E-0001
2999   3.57824122078976E-0001
3000   1.37176470588235E+0000
3001   2.37276411321513E+0000
3002   2.84729296402993E+0000
3003   2.55439974521647E+0000
3004   1.66565733202859E+0000
3005   6.51716748225212E-0001
3006   6.49309032655234E-0002
3007   1.76188490077636E-0001
3008   8.83295271264183E-0001
3009   1.77203768445207E+0000
3010   2.35882352941176E+0000
3011   2.35982293674454E+0000
3012   1.83435178755934E+0000
3013   1.12724500637279E+0000
3014   6.65657332028587E-0001
3015   6.77599101166393E-0001
3016   1.09081325620670E+0000
3017   1.62922558186250E+0000
3018   1.94800115361713E+0000
3019   1.83674356680502E+0000
3020   1.43647058823529E+0000
3021   1.02325643319498E+0000
3022   9.11998846382867E-0001
3023   1.20489206519632E+0000
3024   1.71742203791095E+0000
3025   2.13063619295126E+0000
3026   2.12963678561847E+0000
3027   1.64216675833309E+0000
3028   9.35059977146543E-0001
3029   3.96647651490746E-0001
3030   3.97647058823530E-0001
3031   9.71491727312629E-0001
3032   1.86023414050052E+0000
3033   2.55439974521647E+0000
3034   2.66565733202859E+0000
3035   2.07887148706890E+0000
3036   1.07787207973611E+0000
3037   1.89129666548226E-0001
3038  -1.03763552265226E-0001
3039   3.70765298549566E-0001
3040   1.35882352941176E+0000
3041   2.35982293674454E+0000
3042   2.82141061108876E+0000
3043   2.51557621580471E+0000
3044   1.60095144967565E+0000
3045   5.87010865872272E-0001
3046  -1.27161555579965E-0002
3047   8.56002547835258E-0002
3048   7.79765859499483E-0001
3049   1.65556709621678E+0000
3050   2.22941176470588E+0000
3051   2.21746999556807E+0000
3052   1.67905766991229E+0000
3053   9.71950888725739E-0001
3054   4.97422037910947E-0001
3055   4.96422630578162E-0001
3056   8.96695609147883E-0001
3057   1.42216675833309E+0000
3058   1.71505997714654E+0000
3059   1.61674356680502E+0000
3060   1.21647058823529E+0000
3061   7.90315256724399E-0001
3062   6.79057669912287E-0001
3063   9.71950888725739E-0001
3064   1.49742203791095E+0000
3065   1.89769501648067E+0000
3066   1.88375443267729E+0000
3067   1.40922558186250E+0000
3068   7.02118800675953E-0001
3069   1.63706475020156E-0001
3070   1.64705882352940E-0001
3071   7.38550550842039E-0001
3072   1.62729296402993E+0000
3073   2.34734092168706E+0000
3074   2.45859850849918E+0000
3075   1.87181266353949E+0000
3076   8.70813256206703E-0001
3077  -1.79291569811843E-0002
3078  -2.97881199324047E-0001
3079   1.76647651490746E-0001
3080   1.19058823529412E+0000
3081   2.19158764262690E+0000
3082   2.66611649344170E+0000
3083   2.36028209815765E+0000
3084   1.47153968496977E+0000
3085   4.57599101166392E-0001
3086  -1.29186743793297E-0001
3087  -3.08703334517743E-0002
3088   6.76236447734773E-0001
3089   1.56497886092266E+0000
3090   2.13882352941176E+0000
3091   2.13982293674454E+0000
3092   1.61435178755934E+0000
3093   9.07245006372789E-0001
3094   4.45657332028587E-0001
3095   4.44657924695803E-0001
3096   8.57872079736113E-0001
3097   1.38334322892132E+0000
3098   1.67623644773477E+0000
3099   1.57792003739325E+0000
3100   1.16470588235294E+0000
3101   7.64432903783219E-0001
3102   6.53175316971107E-0001
3103   9.33127359313969E-0001
3104   1.44565733202859E+0000
3105   1.85887148706890E+0000
3106   1.84493090326552E+0000
3107   1.37040205245073E+0000
3108   6.50354094793603E-0001
3109   1.11941769137805E-0001
3110   1.12941176470590E-0001
3111   6.99727021430279E-0001
3112   1.58846943461817E+0000
3113   2.29557621580471E+0000
3114   2.41977497908742E+0000
3115   1.84593031059831E+0000
3116   8.44930903265523E-0001
3117  -4.38115099223643E-0002
3118  -3.36704728735817E-0001
3119   1.50765298549566E-0001
3120   1.16470588235294E+0000
3121   2.16570528968572E+0000
3122   2.64023414050052E+0000
3123   2.34734092168706E+0000
3124   1.45859850849918E+0000
3125   4.44657924695802E-0001
3126  -1.42127920263887E-0001
3127  -4.38115099223642E-0002
3128   6.37412918323013E-0001
3129   1.51321415504031E+0000
3130   2.08705882352941E+0000
3131   2.07511705439160E+0000
3132   1.54964590520640E+0000
3133   8.42539124019849E-0001
3134   3.80951449675647E-0001
3135   4.05834395284043E-0001
3136   8.44930903265524E-0001
3137   1.40922558186250E+0000
3138   1.75388350655830E+0000
3139   1.69439062562855E+0000
3140   1.34588235294118E+0000
3141   9.97374080253809E-0001
3142   9.50822375794637E-0001
3143   1.32136265343162E+0000
3144   1.92448086144036E+0000
3145   2.42828325177479E+0000
3146   2.53081325620670E+0000
3147   2.14687264068603E+0000
3148   1.55623644773477E+0000
3149   1.14723588678487E+0000
3150   1.26470588235294E+0000
3151   1.98090349201851E+0000
3152   3.01199884638287E+0000
3153   3.84851739227530E+0000
3154   4.08918674379330E+0000
3155   3.61887148706890E+0000
3156   2.72140149150082E+0000
3157   1.91030613713647E+0000
3158   1.65623644773477E+0000
3159   2.14370647502016E+0000
3160   3.11882352941176E+0000
3161   4.05511705439160E+0000
3162   4.41317531697111E+0000
3163   3.97792915698118E+0000
3164   2.92095144967565E+0000
3165   1.72583439528404E+0000
3166   9.31989726794943E-0001
3167   8.36188490077636E-0001
3168   1.33623644773477E+0000
3169   2.01792003739325E+0000
3170   2.41058823529412E+0000
3171   2.23041117203866E+0000
3172   1.54964590520640E+0000
3173   7.00186182843382E-0001
3174   9.62455673227076E-0002
3175  -8.28325177478246E-0003
3176   3.01401491500823E-0001
3177   7.36284405391912E-0001
3178   9.51530565381835E-0001
3179   7.88508272687370E-0001
3180   3.23529411764706E-0001
3181  -1.15567096216782E-0001
3182  -2.39765859499482E-0001
3183   4.01861828433824E-0002
3184   5.52716155558002E-0001
3185   9.78871487068900E-0001
3186   9.77872079736116E-0001
3187   5.16284405391912E-0001
3188  -1.77881199324048E-0001
3189  -7.03352348509255E-0001
3190  -7.02352941176471E-0001
3191  -1.02625919746192E-0001
3192   7.86116493441695E-0001
3193   1.49322327462824E+0000
3194   1.61742203791094E+0000
3195   1.05651854589243E+0000
3196   6.84603150302344E-0002
3197  -7.94399745216477E-0001
3198  -1.06141061108875E+0000
3199  -5.48058230862196E-0001
3200   5.04705882352941E-0001
3201   1.55746999556808E+0000
3202   2.09670472873581E+0000
3203   1.85557621580471E+0000
3204   1.03153968496977E+0000
3205   9.52461599899233E-0002
3206  -4.39774979087413E-0001
3207  -2.76752686392948E-0001
3208   4.82118800675952E-0001
3209   1.40968474327561E+0000
3210   2.00941176470588E+0000
3211   2.03629352497984E+0000
3212   1.52376355226523E+0000
3213   8.29597947549269E-0001
3214   3.68010273205057E-0001
3215   3.92893218813453E-0001
3216   8.19048550324354E-0001
3217   1.34451969950956E+0000
3218   1.65035409479360E+0000
3219   1.55203768445207E+0000
3220   1.15176470588235E+0000
3221   7.51491727312629E-0001
3222   6.40234140500517E-0001
3223   9.33127359313969E-0001
3224   1.45859850849918E+0000
3225   1.87181266353949E+0000
3226   1.87081325620670E+0000
3227   1.40922558186250E+0000
3228   7.02118800675953E-0001
3229   1.63706475020156E-0001
3230   1.51764705882350E-0001
3231   7.38550550842039E-0001
3232   1.61435178755934E+0000
3233   2.32145856874588E+0000
3234   2.43271615555800E+0000
3235   1.84593031059831E+0000
3236   8.44930903265523E-0001
3237  -3.08703334517744E-0002
3238  -3.10822375794637E-0001
3239   1.76647651490746E-0001
3240   1.19058823529412E+0000
3241   2.19158764262690E+0000
3242   2.67905766991229E+0000
3243   2.38616445109883E+0000
3244   1.51036321438153E+0000
3245   5.09363807048742E-0001
3246  -7.74220379109465E-0002
3247   4.67767253717557E-0002
3248   7.66824683028893E-0001
3249   1.65556709621678E+0000
3250   2.24235294117647E+0000
3251   2.24335234850925E+0000
3252   1.71788119932405E+0000
3253   1.02371559460809E+0000
3254   5.49186743793297E-0001
3255   5.61128512931103E-0001
3256   9.87283844442003E-0001
3257   1.51275499362721E+0000
3258   1.81858938891124E+0000
3259   1.70733180209913E+0000
3260   1.30705882352941E+0000
3261   8.93844668489099E-0001
3262   7.82587081676987E-0001
3263   1.06253912401985E+0000
3264   1.58801027320506E+0000
3265   2.00122442824537E+0000
3266   2.00022502091258E+0000
3267   1.52569617009779E+0000
3268   8.05648212440663E-0001
3269   2.80177063255456E-0001
3270   2.81176470588240E-0001
3271   8.55021139077339E-0001
3272   1.74376355226523E+0000
3273   2.45087033345177E+0000
3274   2.56212792026389E+0000
3275   1.97534207530420E+0000
3276   9.87283844442003E-0001
3277   9.85414312541157E-0002
3278  -1.81410611088757E-0001
3279   2.93118239726036E-0001
3280   1.30705882352941E+0000
3281   2.32099940733278E+0000
3282   2.79552825814758E+0000
3283   2.50263503933412E+0000
3284   1.61389262614624E+0000
3285   6.12893218813452E-0001
3286   2.61073738537635E-0002
3287   1.37364960665876E-0001
3288   8.44471741852423E-0001
3289   1.73321415504031E+0000
3290   2.32000000000000E+0000
3291   2.30805823086219E+0000
3292   1.78258708167699E+0000
3293   1.07548030049044E+0000
3294   6.13892626146237E-0001
3295   6.12893218813452E-0001
3296   1.03904855032435E+0000
3297   1.56451969950956E+0000
3298   1.85741291832301E+0000
3299   1.75909650798149E+0000
3300   1.35882352941176E+0000
3301   9.58550550842039E-0001
3302   8.60234140500517E-0001
3303   1.14018618284338E+0000
3304   1.66565733202859E+0000
3305   2.07887148706890E+0000
3306   2.06493090326552E+0000
3307   1.59040205245073E+0000
3308   8.83295271264183E-0001
3309   3.44882945608396E-0001
3310   3.45882352941180E-0001
3311   9.32668197900869E-0001
3312   1.82141061108876E+0000
3313   2.52851739227530E+0000
3314   2.65271615555800E+0000
3315   2.06593031059831E+0000
3316   1.06493090326552E+0000
3317   1.89129666548226E-0001
3318  -1.03763552265226E-0001
3319   3.83706475020156E-0001
3320   1.39764705882353E+0000
3321   2.41158764262690E+0000
3322   2.88611649344170E+0000
3323   2.59322327462824E+0000
3324   1.69153968496977E+0000
3325   6.90540277636982E-0001
3326   1.03754432677293E-0001
3327   2.15012019489406E-0001
3328   9.22118800675953E-0001
3329   1.81086121386384E+0000
3330   2.41058823529412E+0000
3331   2.41158764262690E+0000
3332   1.88611649344170E+0000
3333   1.19195088872574E+0000
3334   7.17422037910947E-0001
3335   7.29363807048743E-0001
3336   1.15551913855964E+0000
3337   1.68099028774485E+0000
3338   1.98682468302889E+0000
3339   1.88850827268737E+0000
3340   1.48823529411765E+0000
3341   1.08796231554793E+0000
3342   9.89645905206397E-0001
3343   1.28253912401985E+0000
3344   1.82095144967565E+0000
3345   2.22122442824537E+0000
3346   2.22022502091258E+0000
3347   1.74569617009779E+0000
3348   1.03858938891124E+0000
3349   5.13118239726036E-0001
3350   5.01176470588240E-0001
3351   1.08796231554793E+0000
3352   1.97670472873582E+0000
3353   2.68381150992236E+0000
3354   2.80801027320506E+0000
3355   2.23416560471596E+0000
3356   1.23316619738317E+0000
3357   3.57364960665876E-0001
3358   7.74129183230132E-0002
3359   5.64882945608396E-0001
3360   1.57882352941176E+0000
3361   2.57982293674454E+0000
3362   3.06729296402993E+0000
3363   2.77439974521647E+0000
3364   1.88565733202859E+0000
3365   8.71716748225212E-0001
3366   2.84930903265523E-0001
3367   3.96188490077636E-0001
3368   1.10329527126418E+0000
3369   1.97909650798149E+0000
3370   2.56588235294118E+0000
3371   2.56688176027396E+0000
3372   2.04141061108876E+0000
3373   1.34724500637279E+0000
3374   8.72716155557997E-0001
3375   8.84657924695803E-0001
3376   1.29787207973611E+0000
3377   1.83628440539191E+0000
3378   2.12917762420536E+0000
3379   2.03086121386384E+0000
3380   1.63058823529412E+0000
3381   1.21737408025381E+0000
3382   1.11905766991229E+0000
3383   1.41195088872574E+0000
3384   1.92448086144036E+0000
3385   2.33769501648067E+0000
3386   2.32375443267729E+0000
3387   1.83628440539191E+0000
3388   1.12917762420536E+0000
3389   5.90765298549566E-0001
3390   5.78823529411760E-0001
3391   1.16560937437145E+0000
3392   2.04141061108876E+0000
3393   2.76145856874588E+0000
3394   2.87271615555800E+0000
3395   2.28593031059831E+0000
3396   1.28493090326552E+0000
3397   4.09129666548226E-0001
3398   1.16236447734773E-0001
3399   5.90765298549566E-0001
3400   1.59176470588235E+0000
3401   2.59276411321513E+0000
3402   3.06729296402993E+0000
3403   2.77439974521647E+0000
3404   1.88565733202859E+0000
3405   8.71716748225212E-0001
3406   2.84930903265523E-0001
3407   3.83247313607056E-0001
3408   1.07741291832301E+0000
3409   1.96615533151090E+0000
3410   2.54000000000000E+0000
3411   2.52805823086219E+0000
3412   1.98964590520640E+0000
3413   1.26959794754927E+0000
3414   7.95069096734477E-0001
3415   7.94069689401693E-0001
3416   1.19434266797141E+0000
3417   1.71981381715662E+0000
3418   2.01270703597007E+0000
3419   1.90144944915796E+0000
3420   1.48823529411765E+0000
3421   1.07502113907734E+0000
3422   9.63763552265227E-0001
3423   1.25665677107868E+0000
3424   1.76918674379330E+0000
3425   2.16945972236302E+0000
3426   2.15551913855964E+0000
3427   1.68099028774485E+0000
3428   9.60942330087713E-0001
3429   4.22530004431926E-0001
3430   4.10588235294120E-0001
3431   9.84432903783219E-0001
3432   1.87317531697111E+0000
3433   2.58028209815765E+0000
3434   2.69153968496977E+0000
3435   2.10475384001008E+0000
3436   1.10375443267729E+0000
3437   2.15012019489406E-0001
3438  -7.78811993240468E-0002
3439   3.96647651490746E-0001
3440   1.39764705882353E+0000
3441   2.39864646615631E+0000
3442   2.87317531697111E+0000
3443   2.56734092168706E+0000
3444   1.67859850849918E+0000
3445   6.64657924695802E-0001
3446   6.49309032655234E-0002
3447   1.63247313607056E-0001
3448   8.57412918323013E-0001
3449   1.73321415504031E+0000
3450   2.30705882352941E+0000
3451   2.29511705439160E+0000
3452   1.76964590520640E+0000
3453   1.06253912401985E+0000
3454   5.88010273205057E-0001
3455   5.99952042342863E-0001
3456   1.01316619738317E+0000
3457   1.53863734656838E+0000
3458   1.84447174185242E+0000
3459   1.73321415504031E+0000
3460   1.32000000000000E+0000
3461   9.06785844959689E-0001
3462   7.95528258147577E-0001
3463   1.08842147696103E+0000
3464   1.61389262614624E+0000
3465   2.01416560471596E+0000
3466   2.01316619738317E+0000
3467   1.52569617009779E+0000
3468   8.05648212440663E-0001
3469   2.67235886784866E-0001
3470   2.55294117647060E-0001
3471   8.29138786136159E-0001
3472   1.71788119932405E+0000
3473   2.42498798051059E+0000
3474   2.53624556732271E+0000
3475   1.96240089883361E+0000
3476   9.61401491500823E-0001
3477   7.26590783129356E-0002
3478  -2.07292964029927E-0001
3479   2.67235886784866E-0001
3480   1.26823529411765E+0000
3481   2.26923470145043E+0000
3482   2.74376355226523E+0000
3483   2.46381150992236E+0000
3484   1.57506909673448E+0000
3485   5.61128512931102E-0001
3486  -2.56573320285866E-0002
3487   7.26590783129357E-0002
3488   7.79765859499483E-0001
3489   1.65556709621678E+0000
3490   2.22941176470588E+0000
3491   2.23041117203866E+0000
3492   1.69199884638287E+0000
3493   9.84892065196319E-0001
3494   5.23304390852117E-0001
3495   5.22304983519333E-0001
3496   9.48460315030234E-0001
3497   1.48687264068603E+0000
3498   1.77976585949948E+0000
3499   1.66850827268737E+0000
3500   1.26823529411765E+0000
3501   8.55021139077339E-0001
3502   7.30822375794637E-0001
3503   1.02371559460809E+0000
3504   1.54918674379330E+0000
3505   1.94945972236302E+0000
3506   1.94846031503023E+0000
3507   1.47393146421544E+0000
3508   7.53883506558303E-0001
3509   2.28412357373096E-0001
3510   2.16470588235290E-0001
3511   8.03256433194979E-0001
3512   1.67905766991229E+0000
3513   2.38616445109883E+0000
3514   2.51036321438153E+0000
3515   1.93651854589243E+0000
3516   9.35519138559643E-0001
3517   5.97179018423455E-0002
3518  -2.20234140500517E-0001
3519   2.54294710314276E-0001
3520   1.26823529411765E+0000
3521   2.26923470145043E+0000
3522   2.74376355226523E+0000
3523   2.45087033345177E+0000
3524   1.56212792026389E+0000
3525   5.48187336460512E-0001
3526  -3.85985084991766E-0002
3527   5.97179018423457E-0002
3528   7.66824683028893E-0001
3529   1.64262591974619E+0000
3530   2.22941176470588E+0000
3531   2.21746999556807E+0000
3532   1.69199884638287E+0000
3533   9.84892065196319E-0001
3534   5.10363214381527E-0001
3535   5.22304983519333E-0001
3536   9.35519138559644E-0001
3537   1.47393146421544E+0000
3538   1.76682468302889E+0000
3539   1.65556709621678E+0000
3540   1.25529411764706E+0000
3541   8.42079962606749E-0001
3542   7.30822375794637E-0001
3543   1.02371559460809E+0000
3544   1.54918674379330E+0000
3545   1.96240089883361E+0000
3546   1.96140149150082E+0000
3547   1.47393146421544E+0000
3548   7.66824683028893E-0001
3549   2.28412357373096E-0001
3550   2.29411764705880E-0001
3551   8.03256433194979E-0001
3552   1.67905766991229E+0000
3553   2.38616445109883E+0000
3554   2.49742203791095E+0000
3555   1.92357736942184E+0000
3556   9.22577962089053E-0001
3557   3.38355489011656E-0002
3558  -2.46116493441697E-0001
3559   2.28412357373096E-0001
3560   1.24235294117647E+0000
3561   2.24335234850925E+0000
3562   2.71788119932405E+0000
3563   2.42498798051059E+0000
3564   1.53624556732271E+0000
3565   5.22304983519332E-0001
3566  -6.44808614403565E-0002
3567   4.67767253717557E-0002
3568   7.40942330087713E-0001
3569   1.62968474327560E+0000
3570   2.20352941176471E+0000
3571   2.20452881909749E+0000
3572   1.67905766991229E+0000
3573   9.71950888725739E-0001
3574   4.97422037910947E-0001
3575   4.96422630578162E-0001
3576   9.22577962089053E-0001
3577   1.46099028774485E+0000
3578   1.75388350655830E+0000
3579   1.65556709621678E+0000
3580   1.24235294117647E+0000
3581   8.42079962606749E-0001
3582   7.30822375794637E-0001
3583   1.02371559460809E+0000
3584   1.54918674379330E+0000
3585   1.96240089883361E+0000
3586   1.94846031503023E+0000
3587   1.47393146421544E+0000
3588   7.53883506558303E-0001
3589   2.28412357373096E-0001
3590   2.16470588235290E-0001
3591   7.90315256724399E-0001
3592   1.66611649344170E+0000
3593   2.37322327462824E+0000
3594   2.48448086144036E+0000
3595   1.91063619295126E+0000
3596   9.22577962089053E-0001
3597   4.67767253717557E-0002
3598  -2.33175316971107E-0001
3599   2.54294710314276E-0001
3600   1.25529411764706E+0000
3601   2.26923470145043E+0000
3602   2.74376355226523E+0000
3603   2.43792915698118E+0000
3604   1.54918674379330E+0000
3605   5.48187336460512E-0001
3606  -5.15396849697665E-0002
3607   5.97179018423458E-0002
3608   7.53883506558303E-0001
3609   1.64262591974619E+0000
3610   2.22941176470588E+0000
3611   2.21746999556807E+0000
3612   1.67905766991229E+0000
3613   9.71950888725739E-0001
3614   4.97422037910947E-0001
3615   5.09363807048742E-0001
3616   9.22577962089054E-0001
3617   1.44804911127426E+0000
3618   1.75388350655830E+0000
3619   1.64262591974619E+0000
3620   1.22941176470588E+0000
3621   8.29138786136159E-0001
3622   7.17881199324047E-0001
3623   1.01077441813750E+0000
3624   1.53624556732271E+0000
3625   1.93651854589243E+0000
3626   1.93551913855964E+0000
3627   1.44804911127426E+0000
3628   7.40942330087713E-0001
3629   2.15471180902506E-0001
3630   2.16470588235290E-0001
3631   8.03256433194979E-0001
3632   1.67905766991229E+0000
3633   2.39910562756941E+0000
3634   2.51036321438153E+0000
3635   1.92357736942184E+0000
3636   9.22577962089054E-0001
3637   3.38355489011656E-0002
3638  -2.46116493441697E-0001
3639   2.28412357373096E-0001
3640   1.24235294117647E+0000
3641   2.24335234850925E+0000
3642   2.71788119932405E+0000
3643   2.42498798051059E+0000
3644   1.53624556732271E+0000
3645   5.22304983519332E-0001
3646  -7.74220379109465E-0002
3647   3.38355489011659E-0002
3648   7.28001153617133E-0001
3649   1.61674356680502E+0000
3650   2.20352941176471E+0000
3651   2.19158764262690E+0000
3652   1.66611649344170E+0000
3653   9.59009712255149E-0001
3654   4.84480861440357E-0001
3655   4.83481454107573E-0001
3656   8.96695609147883E-0001
3657   1.43510793480368E+0000
3658   1.72800115361713E+0000
3659   1.62968474327560E+0000
3660   1.22941176470588E+0000
3661   8.29138786136159E-0001
3662   7.17881199324047E-0001
3663   1.01077441813750E+0000
3664   1.53624556732271E+0000
3665   1.93651854589243E+0000
3666   1.93551913855964E+0000
3667   1.44804911127426E+0000
3668   7.40942330087713E-0001
3669   2.15471180902506E-0001
3670   2.03529411764710E-0001
3671   7.90315256724399E-0001
3672   1.66611649344170E+0000
3673   2.37322327462824E+0000
3674   2.48448086144036E+0000
3675   1.89769501648067E+0000
3676   9.09636785618473E-0001
3677   2.08943724305857E-0002
3678  -2.71998846382867E-0001
3679   2.15471180902506E-0001
3680   1.22941176470588E+0000
3681   2.23041117203866E+0000
3682   2.71788119932405E+0000
3683   2.42498798051059E+0000
3684   1.52330439085212E+0000
3685   5.22304983519332E-0001
3686  -6.44808614403565E-0002
3687   3.38355489011658E-0002
3688   7.40942330087713E-0001
3689   1.61674356680502E+0000
3690   2.20352941176471E+0000
3691   2.19158764262690E+0000
3692   1.66611649344170E+0000
3693   9.59009712255149E-0001
3694   4.71539684969767E-0001
3695   4.83481454107573E-0001
3696   8.96695609147883E-0001
3697   1.43510793480368E+0000
3698   1.72800115361713E+0000
3699   1.62968474327560E+0000
3700   1.22941176470588E+0000
3701   8.16197609665569E-0001
3702   7.17881199324047E-0001
3703   1.01077441813750E+0000
3704   1.53624556732271E+0000
3705   1.93651854589243E+0000
3706   1.93551913855964E+0000
3707   1.44804911127426E+0000
3708   7.40942330087713E-0001
3709   2.15471180902506E-0001
3710   2.03529411764710E-0001
3711   7.90315256724399E-0001
3712   1.66611649344170E+0000
3713   2.37322327462824E+0000
3714   2.48448086144036E+0000
3715   1.89769501648067E+0000
3716   9.09636785618473E-0001
3717   2.08943724305856E-0002
3718  -2.71998846382867E-0001
3719   2.15471180902506E-0001
3720   1.22941176470588E+0000
3721   2.23041117203866E+0000
3722   2.71788119932405E+0000
3723   2.42498798051059E+0000
3724   1.53624556732271E+0000
3725   5.35246159989922E-0001
3726  -6.44808614403565E-0002
3727   4.67767253717557E-0002
3728   7.40942330087713E-0001
3729   1.62968474327560E+0000
3730   2.20352941176471E+0000
3731   2.20452881909749E+0000
3732   1.67905766991229E+0000
3733   9.71950888725739E-0001
3734   4.97422037910947E-0001
3735   5.09363807048743E-0001
3736   9.35519138559644E-0001
3737   1.46099028774485E+0000
3738   1.75388350655830E+0000
3739   1.65556709621678E+0000
3740   1.25529411764706E+0000
3741   8.42079962606749E-0001
3742   7.43763552265227E-0001
3743   1.03665677107868E+0000
3744   1.54918674379330E+0000
3745   1.96240089883361E+0000
3746   1.94846031503023E+0000
3747   1.46099028774485E+0000
3748   7.53883506558303E-0001
3749   2.28412357373096E-0001
3750   2.29411764705880E-0001
3751   8.16197609665569E-0001
3752   1.70494002285346E+0000
3753   2.41204680404000E+0000
3754   2.53624556732271E+0000
3755   1.96240089883361E+0000
3756   9.74342667971413E-0001
3757   8.56002547835255E-0002
3758  -1.94351787559337E-0001
3759   2.93118239726036E-0001
3760   1.29411764705882E+0000
3761   2.30805823086219E+0000
3762   2.79552825814758E+0000
3763   2.50263503933412E+0000
3764   1.62683380261683E+0000
3765   6.25834395284043E-0001
3766   2.61073738537635E-0002
3767   1.37364960665876E-0001
3768   8.44471741852423E-0001
